# File Format = ASCII
# Created by SPIP 4.8.4.0 2016-04-25 12:54
# Original file: C:\MapvueAE\Data\TEMP.map
# x-pixels = 752
# y-pixels = 480
# x-length = 214155
# y-length = 159276
# x-offset = 0
# y-offset = 0
# z-unit = nm
# scanspeed = 428.31
# forcecurve = 0
# voidpixels =2460
# description =85:Map Labeling --

Field 1: 
Field 2: 
Field 3: 
Field 4: 
Field 5: 
Field 6: 

# Start of Data:
19426.5	19322.8	19220.2	19207.6	19200.8	19195.9	19189.9	19184.2	19182.4	19184.5	19188.5	19193.3	19205.6	19298.3	19493.0	19647.2	19701.7	19720.4	19731.5	19740.9	19751.0	19757.7	19758.6	19757.5	19759.0	19719.2	19515.2	19231.3	19108.0	19103.3	19099.7	19099.3	19098.3	19095.8	19098.5	19107.4	19119.8	19155.1	19248.2	19354.3	19395.8	19417.5	19462.9	19488.6	19486.3	19433.6	19290.3	19140.9	19077.8	19008.3	19110.9	19496.5	19986.6	19997.2	20008.6	20022.5	19763.8	19590.4	19389.7	19265.5	19014.3	19861.5	20051.0	20339.4	20431.9	20133.2	19789.9	19686.5	19576.8	19459.7	19370.4	19273.3	19245.6	19243.1	19239.1	19234.5	19232.2	19232.4	19233.8	19234.7	19232.7	19226.4	19216.9	19207.6	19202.9	19266.5	19353.3	19378.3	19444.5	19529.9	19555.6	19562.0	19557.1	19495.4	19332.2	19055.5	18776.2	18665.9	18806.7	19193.1	19574.5	19736.2	19774.5	19817.2	19919.4	20037.1	20082.3	20075.2	20064.4	20010.7	19893.9	19804.0	19845.6	19971.0	20036.8	20171.0	20076.4	20126.1	20110.5	20087.5	20011.3	19825.6	19398.2	19418.3	19574.6	19643.6	19642.4	19625.1	19587.7	19453.8	19237.6	19122.2	19142.8	19205.9	19208.1	19141.2	19092.2	19088.5	19110.0	19180.2	19296.3	19353.5	19353.5	19359.7	19368.7	19374.7	19380.1	19387.1	19435.6	19565.6	19668.9	19613.4	19460.9	19278.0	19070.3	18932.2	18999.7	19211.4	18960.4	19513.1	20325.0	20607.8	20185.8	20060.1	19934.4	20410.6	19830.0	19249.4	19440.4	19982.5	20085.0	19445.4	19108.2	19185.3	19300.5	19428.4	19475.1	19512.1	19552.9	19571.8	19584.8	19579.8	19565.3	19555.5	19546.9	19535.8	19526.2	19521.5	19519.1	19515.6	19511.2	19506.6	19502.8	19500.7	19499.0	19497.3	19496.6	19496.3	19496.1	19497.4	19501.0	19504.9	19507.5	19508.9	19508.9	19508.6	19509.5	19511.3	19514.3	19518.5	19523.8	19531.1	19540.6	19549.8	19554.9	19555.9	19555.6	19555.5	19555.6	19555.8	19555.1	19553.2	19550.4	19548.1	19547.4	19547.1	19547.4	19549.8	19554.0	19560.6	19570.5	19581.9	19592.5	19602.3	19609.8	19613.1	19614.6	19614.9	19612.5	19610.2	19609.6	19609.6	19610.8	19612.5	19616.7	19623.8	19629.1	19629.3	19627.3	19626.2	19625.6	19625.0	19624.9	19626.2	19628.2	19630.1	19632.2	19634.3	19635.4	19635.5	19635.9	19637.4	19639.0	19638.9	19637.6	19637.3	19639.3	19643.8	19651.4	19661.7	19670.8	19676.0	19677.4	19676.3	19674.0	19672.1	19670.3	19665.7	19656.5	19642.4	19624.1	19599.7	19567.6	19535.7	19513.3	19500.6	19494.0	19490.7	19488.0	19483.5	19395.0	19217.4	19107.4	19236.1	19539.5	19694.1	19690.6	19687.6	19683.0	19678.1	19676.1	19675.9	19676.7	19678.2	19679.7	19681.9	19685.4	19689.1	19691.5	19693.3	19696.0	19699.5	19703.0	19706.5	19710.2	19713.6	19717.3	19721.9	19726.6	19729.0	19729.3	19729.6	19731.3	19735.0	19738.7	19740.4	19741.5	19743.0	19743.9	19743.7	19743.2	19743.6	19744.8	19745.7	19746.3	19748.1	19751.1	19754.1	19756.6	19757.4	19756.3	19755.1	19780.7	19931.0	20264.7	20872.4	20984.2	20995.2	21004.7	21011.4	21014.9	21015.8	21016.3	21019.6	21023.3	21108.4	20564.1	19220.7	18499.1	18655.3	19508.5	20727.8	21265.5	21282.6	21297.5	21395.4	21575.9	21731.3	21879.7	21982.7	21675.7	21264.2	21317.9	21344.8	21254.7	21346.3	21465.0	21514.5	21516.8	21540.1	21643.0	21759.4	21708.1	21571.7	21531.0	21504.9	21457.1	21427.2	21374.5	21326.4	21306.2	21291.2	21278.3	21261.7	21237.8	21206.9	21175.4	21071.0	20954.0	20981.3	21010.9	20961.6	20912.6	20842.2	20770.3	20739.1	20729.9	20722.3	20716.4	20712.1	20709.1	20707.1	20705.3	20702.1	20697.6	20692.7	20686.6	20679.3	20673.2	20668.3	20664.0	20662.2	20664.0	20668.6	20675.0	20686.7	20726.3	20830.9	20972.0	21042.7	21026.7	21029.3	21072.1	21096.4	21102.9	21108.8	21108.6	21101.0	21090.0	20996.8	20820.9	20725.8	20715.3	20711.4	20711.5	20713.0	20714.7	20715.9	20718.1	20723.4	20751.4	20803.1	20841.4	20921.4	21054.4	21098.2	21017.1	20892.4	20805.8	20780.3	20776.1	20774.4	20776.7	20781.6	20788.3	20796.7	20806.9	20837.8	20947.7	21094.7	21097.3	20956.9	20854.7	20831.4	20827.4	20823.7	20820.5	20816.9	20813.8	20811.0	20807.5	20804.4	20801.8	20800.9	20804.0	20810.7	20822.1	20841.7	20865.6	20886.1	20901.6	20912.7	20919.7	20923.4	20925.4	20928.3	20931.7	20935.1	20943.9	21022.6	21189.6	21320.2	21369.1	21390.9	21403.3	21406.6	21403.0	21395.6	21387.1	21379.0	21370.1	21339.9	21229.7	21080.5	21012.7	21006.9	21002.7	21000.5	20999.8	20999.6	20999.6	21000.3	21002.5	21006.1	21009.7	21011.6	21012.8	21013.9	21014.0	21013.6	21013.3	21012.2	21010.6	21031.3	21075.0	21159.6	21283.3	21346.7	21349.7	21350.4	21348.6	21343.7	21337.3	21270.9	21120.2	21004.0	20966.4	20950.9	20939.0	20929.8	20921.5	20995.5	21077.4	20965.2	20778.0	20668.8	20621.7	20566.2	20452.1	20398.1	20448.9	20481.9	20452.9	20395.2	20144.1	19760.5	19945.5	20736.4	21218.0	21251.6	21330.1	21259.5	20906.3	20688.8	20691.1	20693.7	20623.5	20038.8	19013.7	18847.7	20091.6	20292.5	20265.6	20370.7	20578.4	20685.9	20691.0	20689.5	20687.5	20685.2	20683.9	20681.7	20675.3	20663.8	20648.8	20632.7	20619.2	20610.3	20603.6	20596.5	20586.8	20574.3	20520.6	20452.9	20482.5	20523.7	20452.6	20734.0	20636.5	20601.1	20483.9	20270.7	20206.8	20308.6	20411.0	20511.2	20389.8	20257.6	20416.5	20541.5	20529.6	20525.7	20527.9	20521.1	20379.4	20149.7	20052.6	20018.8	19976.0	19787.1	19429.7	19189.3	19073.6	19047.5	19108.2	19251.4	19662.7	19839.9	19492.2	19176.4	18882.3	18668.9	18652.8	18644.5	18647.4	18701.2	18859.2	19069.3	19176.8	19159.8	19124.9	19111.8	19112.2	19144.7	19261.8	19432.6	19516.3	19411.8	19198.3	19093.4	19166.2	19272.3	19292.4	19270.1	19261.9	19261.4	19267.1	19274.7	19278.4	19278.2	19275.6	19271.9	19269.3	19269.5	19272.9	19279.3	19312.1	19411.2	19528.8	19600.3	19646.4	19670.9	19673.7	19671.5	19665.8	19657.9	19646.0	19609.9	19511.8	19373.8	19277.4	19245.2	19234.6	19214.0	19171.4	19105.8	18978.4	18814.6	18712.9	18655.6	18623.8	18646.5	18700.4	18800.5	18939.4	19015.6	19032.1	19048.7	19063.2	19072.8	19076.4	19073.9	19067.0	19058.8	19051.2	19044.8	19039.5	19034.9	19031.8	19030.4	19030.5	19032.2	19034.3	19035.0	19033.8	19031.7	19030.1	19029.7	19030.7	19032.4	19033.1	19032.7	19031.3	19028.8	19024.8	19018.2	19011.2	19006.0	19001.5	18997.3	18993.7	18990.3	18986.2	18981.0	18973.8	18965.3	18956.7	18948.3	18940.1	18933.2	18929.0	19255.2	
19322.8	19322.8	19220.2	19207.6	19200.8	19195.9	19189.9	19184.2	19182.4	19184.5	19188.5	19193.3	19205.6	19298.3	19493.0	19647.2	19701.7	19720.4	19731.5	19740.9	19751.0	19757.7	19758.6	19757.5	19759.0	19719.2	19515.2	19231.3	19108.0	19103.3	19099.7	19099.3	19098.3	19095.8	19098.5	19107.4	19119.8	19155.1	19248.2	19354.3	19395.8	19417.5	19462.9	19488.6	19486.3	19433.6	19290.3	19140.9	19077.8	19008.3	19110.9	19496.5	19986.6	19997.2	20008.6	20022.5	19763.8	19590.4	19389.7	19265.5	19014.3	19861.5	20051.0	20339.4	20431.9	20133.2	19789.9	19686.5	19576.8	19459.7	19370.4	19273.3	19245.6	19243.1	19239.1	19234.5	19232.2	19232.4	19233.8	19234.7	19232.7	19226.4	19216.9	19207.6	19202.9	19266.5	19353.3	19378.3	19444.5	19529.9	19555.6	19562.0	19557.1	19495.4	19332.2	19055.5	18776.2	18665.9	18806.7	19193.1	19574.5	19736.2	19774.5	19817.2	19919.4	20037.1	20082.3	20075.2	20064.4	20010.7	19893.9	19804.0	19845.6	19971.0	20036.8	20171.0	20076.4	20126.1	20110.5	20087.5	20011.3	19825.6	19398.2	19418.3	19574.6	19643.6	19642.4	19625.1	19587.7	19453.8	19237.6	19122.2	19142.8	19205.9	19208.1	19141.2	19092.2	19088.5	19110.0	19180.2	19296.3	19353.5	19353.5	19359.7	19368.7	19374.7	19380.1	19387.1	19435.6	19565.6	19668.9	19613.4	19460.9	19278.0	19070.3	18932.2	18999.7	19211.4	18960.4	19513.1	20325.0	20607.8	20185.8	20060.1	19934.4	20410.6	19830.0	19249.4	19440.4	19982.5	20085.0	19445.4	19108.2	19185.3	19300.5	19428.4	19475.1	19512.1	19552.9	19571.8	19584.8	19579.8	19565.3	19555.5	19546.9	19535.8	19526.2	19521.5	19519.1	19515.6	19511.2	19506.6	19502.8	19500.7	19499.0	19497.3	19496.6	19496.3	19496.1	19497.4	19501.0	19504.9	19507.5	19508.9	19508.9	19508.6	19509.5	19511.3	19514.3	19518.5	19523.8	19531.1	19540.6	19549.8	19554.9	19555.9	19555.6	19555.5	19555.6	19555.8	19555.1	19553.2	19550.4	19548.1	19547.4	19547.1	19547.4	19549.8	19554.0	19560.6	19570.5	19581.9	19592.5	19602.3	19609.8	19613.1	19614.6	19614.9	19612.5	19610.2	19609.6	19609.6	19610.8	19612.5	19616.7	19623.8	19629.1	19629.3	19627.3	19626.2	19625.6	19625.0	19624.9	19626.2	19628.2	19630.1	19632.2	19634.3	19635.4	19635.5	19635.9	19637.4	19639.0	19638.9	19637.6	19637.3	19639.3	19643.8	19651.4	19661.7	19670.8	19676.0	19677.4	19676.3	19674.0	19672.1	19670.3	19665.7	19656.5	19642.4	19624.1	19599.7	19567.6	19535.7	19513.3	19500.6	19494.0	19490.7	19488.0	19483.5	19395.0	19217.4	19107.4	19236.1	19539.5	19694.1	19690.6	19687.6	19683.0	19678.1	19676.1	19675.9	19676.7	19678.2	19679.7	19681.9	19685.4	19689.1	19691.5	19693.3	19696.0	19699.5	19703.0	19706.5	19710.2	19713.6	19717.3	19721.9	19726.6	19729.0	19729.3	19729.6	19731.3	19735.0	19738.7	19740.4	19741.5	19743.0	19743.9	19743.7	19743.2	19743.6	19744.8	19745.7	19746.3	19748.1	19751.1	19754.1	19756.6	19757.4	19756.3	19755.1	19780.7	19931.0	20264.7	20872.4	20984.2	20995.2	21004.7	21011.4	21014.9	21015.8	21016.3	21019.6	21023.3	21108.4	20564.1	19220.7	18499.1	18655.3	19508.5	20727.8	21265.5	21282.6	21297.5	21395.4	21575.9	21731.3	21879.7	21982.7	21675.7	21264.2	21317.9	21344.8	21254.7	21346.3	21465.0	21514.5	21516.8	21540.1	21643.0	21759.4	21708.1	21571.7	21531.0	21504.9	21457.1	21427.2	21374.5	21326.4	21306.2	21291.2	21278.3	21261.7	21237.8	21206.9	21175.4	21071.0	20954.0	20981.3	21010.9	20961.6	20912.6	20842.2	20770.3	20739.1	20729.9	20722.3	20716.4	20712.1	20709.1	20707.1	20705.3	20702.1	20697.6	20692.7	20686.6	20679.3	20673.2	20668.3	20664.0	20662.2	20664.0	20668.6	20675.0	20686.7	20726.3	20830.9	20972.0	21042.7	21026.7	21029.3	21072.1	21096.4	21102.9	21108.8	21108.6	21101.0	21090.0	20996.8	20820.9	20725.8	20715.3	20711.4	20711.5	20713.0	20714.7	20715.9	20718.1	20723.4	20751.4	20803.1	20841.4	20921.4	21054.4	21098.2	21017.1	20892.4	20805.8	20780.3	20776.1	20774.4	20776.7	20781.6	20788.3	20796.7	20806.9	20837.8	20947.7	21094.7	21097.3	20956.9	20854.7	20831.4	20827.4	20823.7	20820.5	20816.9	20813.8	20811.0	20807.5	20804.4	20801.8	20800.9	20804.0	20810.7	20822.1	20841.7	20865.6	20886.1	20901.6	20912.7	20919.7	20923.4	20925.4	20928.3	20931.7	20935.1	20943.9	21022.6	21189.6	21320.2	21369.1	21390.9	21403.3	21406.6	21403.0	21395.6	21387.1	21379.0	21370.1	21339.9	21229.7	21080.5	21012.7	21006.9	21002.7	21000.5	20999.8	20999.6	20999.6	21000.3	21002.5	21006.1	21009.7	21011.6	21012.8	21013.9	21014.0	21013.6	21013.3	21012.2	21010.6	21031.3	21075.0	21159.6	21283.3	21346.7	21349.7	21350.4	21348.6	21343.7	21337.3	21270.9	21120.2	21004.0	20966.4	20950.9	20939.0	20929.8	20921.5	20995.5	21077.4	20965.2	20778.0	20668.8	20621.7	20566.2	20452.1	20398.1	20448.9	20481.9	20452.9	20395.2	20144.1	19760.5	19945.5	20736.4	21218.0	21251.6	21330.1	21259.5	20906.3	20688.8	20691.1	20693.7	20623.5	20038.8	19013.7	18847.7	20091.6	20292.5	20265.6	20370.7	20578.4	20685.9	20691.0	20689.5	20687.5	20685.2	20683.9	20681.7	20675.3	20663.8	20648.8	20632.7	20619.2	20610.3	20603.6	20596.5	20586.8	20574.3	20520.6	20452.9	20482.5	20523.7	20452.6	20734.0	20636.5	20601.1	20483.9	20270.7	20206.8	20308.6	20411.0	20511.2	20389.8	20257.6	20416.5	20541.5	20529.6	20525.7	20527.9	20521.1	20379.4	20149.7	20052.6	20018.8	19976.0	19787.1	19429.7	19189.3	19073.6	19047.5	19108.2	19251.4	19662.7	19839.9	19492.2	19176.4	18882.3	18668.9	18652.8	18644.5	18647.4	18701.2	18859.2	19069.3	19176.8	19159.8	19124.9	19111.8	19112.2	19144.7	19261.8	19432.6	19516.3	19411.8	19198.3	19093.4	19166.2	19272.3	19292.4	19270.1	19261.9	19261.4	19267.1	19274.7	19278.4	19278.2	19275.6	19271.9	19269.3	19269.5	19272.9	19279.3	19312.1	19411.2	19528.8	19600.3	19646.4	19670.9	19673.7	19671.5	19665.8	19657.9	19646.0	19609.9	19511.8	19373.8	19277.4	19245.2	19234.6	19214.0	19171.4	19105.8	18978.4	18814.6	18712.9	18655.6	18623.8	18646.5	18700.4	18800.5	18939.4	19015.6	19032.1	19048.7	19063.2	19072.8	19076.4	19073.9	19067.0	19058.8	19051.2	19044.8	19039.5	19034.9	19031.8	19030.4	19030.5	19032.2	19034.3	19035.0	19033.8	19031.7	19030.1	19029.7	19030.7	19032.4	19033.1	19032.7	19031.3	19028.8	19024.8	19018.2	19011.2	19006.0	19001.5	18997.3	18993.7	18990.3	18986.2	18981.0	18973.8	18965.3	18956.7	18948.3	18940.1	18933.2	18929.0	18929.0	
19286.1	19286.1	19199.8	19195.2	19187.9	19181.1	19177.2	19173.1	19172.6	19172.3	19174.7	19178.6	19187.1	19199.6	19269.7	19428.4	19571.5	19671.0	19717.6	19731.1	19742.2	19745.6	19750.2	19736.2	19636.5	19479.5	19227.9	19120.8	19104.6	19095.9	19091.3	19085.1	19074.7	19045.1	19043.1	19059.4	19103.1	19122.4	19128.6	19192.7	19282.6	19368.4	19406.8	19422.8	19408.5	19333.1	19223.0	19119.2	19071.7	19066.7	19066.7	19169.0	19791.5	19984.0	19995.7	19993.6	19969.3	19781.5	19544.9	19472.2	19445.9	19539.1	19980.1	20242.7	20240.6	20210.0	20085.0	19786.1	19586.6	19416.0	19308.0	19250.7	19234.3	19227.6	19223.6	19223.2	19222.1	19220.6	19219.3	19219.1	19221.5	19221.2	19229.7	19277.9	19364.3	19466.4	19506.6	19542.4	19566.2	19570.8	19568.1	19564.1	19560.3	19513.7	19367.2	19082.3	18801.6	18799.6	18797.5	18966.2	19407.9	19757.6	19839.9	19976.3	20018.7	20074.0	20092.2	20116.5	20110.7	20097.3	20095.2	20104.5	20112.1	20167.1	20184.4	20191.8	20198.6	20196.6	20185.9	20118.4	20028.3	19751.7	19539.0	19476.7	19519.5	19574.9	19586.1	19584.1	19562.2	19515.5	19444.7	19415.1	19443.9	19478.4	19528.8	19582.9	19538.8	19424.1	19360.9	19361.3	19361.3	19361.9	19364.3	19367.0	19375.1	19380.1	19388.4	19426.1	19515.4	19620.5	19660.7	19658.6	19605.1	19560.7	19499.0	19488.9	19788.6	20269.1	20328.7	20373.0	20346.6	20322.5	20205.7	20027.9	19863.7	19576.4	19400.0	19334.3	19266.6	19250.0	19262.5	19260.5	19280.4	19313.2	19422.3	19499.9	19567.0	19584.7	19592.9	19588.7	19583.0	19570.7	19559.3	19544.2	19532.8	19519.6	19507.8	19504.3	19497.9	19493.8	19493.6	19494.2	19493.4	19494.8	19496.3	19497.2	19497.6	19498.2	19499.0	19503.1	19508.5	19512.3	19514.1	19513.1	19512.3	19512.5	19512.9	19514.5	19517.8	19521.8	19527.9	19537.2	19550.7	19564.3	19566.5	19565.4	19564.1	19563.2	19561.8	19560.4	19558.2	19556.0	19553.9	19551.9	19549.9	19549.0	19549.1	19550.6	19554.1	19560.4	19569.0	19579.0	19588.2	19595.3	19603.2	19607.2	19609.8	19610.1	19610.5	19609.1	19607.6	19606.0	19607.8	19609.6	19612.5	19615.1	19618.9	19619.0	19619.6	19619.1	19617.5	19616.0	19615.8	19616.5	19615.9	19617.5	19619.6	19621.9	19624.7	19628.0	19630.4	19631.1	19632.2	19632.1	19632.7	19633.4	19636.8	19639.4	19646.8	19657.6	19669.3	19677.0	19678.7	19679.4	19677.8	19675.9	19675.2	19675.6	19674.7	19673.1	19668.9	19653.8	19625.1	19592.7	19554.0	19520.0	19496.6	19470.8	19425.3	19381.6	19301.6	19288.9	19301.8	19313.2	19551.8	19687.8	19687.2	19685.9	19681.7	19676.9	19674.3	19672.6	19674.8	19676.2	19679.1	19681.9	19686.0	19689.6	19692.6	19695.5	19698.6	19702.5	19705.6	19706.6	19707.9	19710.1	19712.3	19714.1	19717.9	19719.6	19722.1	19722.3	19724.5	19726.4	19728.8	19728.1	19729.4	19729.9	19729.8	19731.1	19733.0	19735.7	19742.1	19745.3	19750.5	19752.4	19753.9	19752.7	19752.0	19750.8	19748.7	19746.3	19745.5	19765.2	20001.5	20414.1	20856.8	20969.1	20981.4	20989.5	20991.4	20995.7	20999.6	21001.7	20991.4	20975.5	20468.6	19179.0	19147.3	19145.2	19417.6	20537.3	20972.8	21250.6	21276.0	21308.7	21352.6	21441.2	21523.0	21400.9	21291.4	21313.0	21310.9	21314.8	21361.5	21518.4	21604.4	21647.6	21775.6	21797.7	21778.2	21759.4	21731.1	21654.1	21535.7	21472.9	21427.9	21378.2	21340.2	21322.8	21313.8	21307.4	21301.5	21289.0	21266.4	21234.2	21190.5	21072.9	21002.4	20982.8	20973.0	20970.9	20948.3	20897.6	20782.9	20736.0	20726.2	20718.5	20710.6	20705.4	20702.0	20698.3	20696.9	20697.8	20696.4	20694.9	20693.4	20698.4	20714.7	20708.1	20684.7	20676.1	20675.9	20675.5	20677.6	20678.2	20686.6	20698.7	20728.0	20761.7	20844.3	20871.8	20953.6	21005.1	21064.5	21078.4	21076.3	21068.5	20986.1	20881.1	20759.4	20716.8	20702.8	20697.7	20692.9	20693.6	20694.0	20696.8	20699.4	20706.4	20714.8	20723.7	20743.5	20782.6	20818.0	20815.9	20811.3	20789.4	20783.0	20775.2	20772.3	20770.5	20770.1	20772.6	20778.7	20785.1	20793.5	20799.4	20818.2	20855.5	20866.1	20836.7	20826.3	20821.7	20812.9	20809.9	20807.4	20804.6	20801.4	20798.4	20795.6	20793.6	20791.2	20791.2	20791.8	20800.2	20812.4	20831.9	20863.5	20899.1	20928.4	20947.8	20979.0	20958.6	20943.4	20943.9	20945.9	20948.6	20953.9	21041.3	21214.7	21332.8	21368.6	21383.9	21392.9	21400.1	21399.1	21396.4	21393.2	21387.4	21378.5	21367.5	21297.5	21188.3	21079.0	21012.4	21006.3	21003.6	20999.8	20997.1	20994.1	20991.5	20990.6	20990.7	20992.4	20994.9	20997.0	20998.8	21000.7	21002.4	21003.7	21005.0	21007.9	21018.1	21068.1	21158.6	21251.8	21281.8	21292.8	21304.4	21264.6	21217.7	21103.4	21052.0	20993.0	20973.8	20964.7	20954.5	20949.4	20947.4	20957.8	21022.3	21020.9	20998.9	20903.4	20600.3	20453.9	20410.4	20407.6	20411.1	20451.7	20471.2	20482.6	20480.5	20424.2	20459.5	20605.1	20674.3	20865.0	21211.2	21224.6	21205.4	21121.1	20987.3	20887.9	20751.1	20659.8	20103.7	19776.9	19530.5	19514.0	19590.5	20015.1	20260.6	20340.1	20462.5	20583.2	20620.2	20652.0	20677.1	20677.3	20675.2	20672.3	20668.8	20652.5	20635.3	20615.9	20602.1	20588.4	20562.4	20524.7	20504.0	20474.0	20435.0	20288.0	20198.4	20266.6	20390.3	20454.2	20546.8	20602.6	20600.5	20559.5	20596.0	20594.0	20589.0	20579.7	20570.6	20560.0	20546.5	20542.5	20533.8	20527.8	20471.6	20208.7	20020.7	19772.2	19546.9	19436.7	19347.0	19290.3	19246.8	19185.3	19186.9	19218.0	19258.5	19300.8	19335.5	19376.8	19173.0	19146.6	19047.5	18915.9	18913.8	18991.3	19120.8	19223.4	19279.5	19272.5	19247.3	19236.6	19233.8	19251.0	19338.8	19434.4	19482.9	19499.4	19508.7	19505.6	19471.2	19414.9	19373.7	19317.2	19295.8	19291.5	19291.7	19298.7	19299.0	19300.1	19296.6	19294.5	19291.6	19293.2	19291.6	19314.8	19375.3	19476.9	19582.5	19654.8	19684.7	19691.3	19691.3	19687.8	19682.5	19674.3	19665.5	19647.5	19609.1	19503.0	19379.3	19288.6	19240.8	19224.9	19211.9	19199.2	19187.4	19134.3	18994.1	18818.1	18728.4	18714.7	18716.6	18752.2	18882.2	18924.5	18972.1	18981.7	18996.8	19010.8	19028.5	19050.4	19063.9	19063.9	19062.4	19059.7	19055.3	19049.6	19045.0	19042.2	19040.1	19039.4	19039.8	19040.7	19039.9	19039.4	19039.2	19040.1	19041.1	19061.1	19102.1	19122.5	19122.7	19142.4	19117.5	19104.9	19057.3	19024.1	19012.7	19007.6	19002.3	18997.5	18993.6	18988.6	18983.0	18975.9	18967.9	18959.1	18950.4	18942.8	18938.0	18933.4	18933.4	
